Keys,Definitions,English
ANHAN," Faire silence, se taire. ","To be silent, to be silent."
ANHANG, Écho.  k,Echo. k
ANHEH," Souvent, fréquemment.  — anhang, très-souvent.  E ioch — kờna — hò xòrử.  Tu tombes - souvent en faute, c'est pourquoi tu es souvent puni.  `","Often, frequently. — anhang, very often. E ioch — kờna — hò xòrử. You - often fall into fault, that's why you are often punished. `"
ANHO," Suffisant pour, assez pour.  Ba nhon — hò xa bògẽ, pège dik.  Nous n’avons que‘ le riz suf- fisant pour faire un seul repas par jour.  ","Enough for, enough for. Ba nhon — hò xa bògẽ, pège dik. We only have enough rice to make one meal a day."
ANHÔK," Etrangler, pendre.  — đỏ akdu, se pendre.  — de, éträngler quelqu'un.  . ","To strangle, to hang. — đỏ akdu, to hang oneself. — to strangle someone. ."
ANHOL, Elever en l’air avec les mains sans le secours d’aucun instrument. ,Raising in the air with the hands without the help of any instrument.
ANHÔNG," Chanter, chants.  (Ce sont des chants galants. ) `","Sing, songs. (These are gallant songs.) `"
ANHU," Feuilles acidulées, coupées menues pour être mêlées avec un hâchis de viandes. ","Acidulous leaves, cut small to be mixed with minced meat."
ANI," Milieu, au milieu, la moitié.  — mang, minuit.  — frong, à moitié chemin.  — krong, au milieu ‘de la rivière.  Axong đồ —, partager par moitié. ","Middle, in the middle, half. — mang, midnight. — frong, half way. — krong, in the middle of the river. Axong đồ —, share in half."
ANIH," Endroit, lieu, place.  Kwy ming —, cou- cher au même endroit.  — Pom hnam, l'emplace- ment pour construire une maison. ","Place, place, place. Kwy ming —, to sleep in the same place. — Pom hnam, the place to build a house."
ANO," Surnommer, donner un surnom.  — đỏ akâu Grâm, se donner le surnom de tonnerre.  (C’est un usage des Bahnars de se donner ainsi des sur- noms après une guerre heureuse. )","to nickname, to give a nickname. — đỏ akâu Grâm, to give oneself the nickname thunder. (It is a custom of the Bahnars to give themselves nicknames after a successful war.)"
"ANOH, ANỞH"," Etre libre d’occupations, ; a- voir du temps libre.  Tùng —, inh gô nam.  Si j'ai un peu de temps à moi, je viendrai. ","To be free from occupations; to have spare time. Tùng —, inh go nam. If I have some time to myself, I will come."
ANOL," Tenter, essayef, expéri- menter.  — dibal, se mesurer.  (nol est plus usité que anol. )","Attempt, try, experiment. — dibal, to measure oneself. (Christmas is more used than anol.)"
"ANONG, NING-NONG"," Porter au balancier, au fléau à la manière des Annamites (très-peu pratiqué chez les Bahnars). ","To carry with the pendulum, with the flail in the manner of the Annamites (very little practiced among the Bahnars)."
ANUH," Ceps aux pieds.  Tah —, mettre aux ceps.  Teh—, délivrer des ceps. ","Vines on the feet. Tah —, put in the vines. Teh—, to deliver from the vines."
ANÜK," Engager, conseiller, exhorter, suggé- rer, inviter.  E — de kuy lò bờn mang hô, engagez ces personnes à rester chez nous cette nuit.  : ","Engage, advise, exhort, suggest, invite. E — de kuy lò bờn mang hô, urge these people to stay with us tonight. :"
ANUL," S'amuser ensemble, se livrer à des jeux ou à des conversations joyeuses, plaisanter.  — hamang ioch kikiâ, achô — mü tr6, mü lòng ? Quel mal","Having fun together, engaging in games or cheerful conversations, joking. — hamang ioch kikiâ, acho — mü tr6, mü lòng? What harm"
"X —, uhkd top"," Il plaisante, il ne parle pas sérieusement. ","He jokes, he doesn't talk seriously."
ANUM, Hotte à couvercle pour habits. ,Lidded hood for clothes.
ANUNG," Faire un paquet, un paquet.  — hè bn bar — poi, faites-nous deux pa- quets de riz. ","Make a bundle, a bundle. — hè bn bar — poi, make us two packets of rice."
ANUNG," Espèce de manguier sauvage que l'on cultive parfois.  Pley —, le fruit de ce man- guier. ","A species of wild mango tree that is sometimes cultivated. Pley —, the fruit of this mango tree."
AO," Habit (en général).  — /ð, habit d'homme (simple veste).  — #1, habit de serge (espèce de paletot).  — xoäng, habit long de cérémonie.  [Ứ.  XOÜANG] — xoi, ornements de la messe.  Xèrop —, mettre son habit.  Toh—, ôter, quitter son habit. ","Habit (in general). — /ð, men's clothing (simple jacket). — #1, serge coat (kind of overcoat). — xoäng, long ceremonial garment. [Ứ. XOÜANG] — xoi, ornaments of the mass. Xèrop —, put on your clothes. Toh—, to take off, to leave one's clothes."
AP," Fourré, broussailles.  Bri—, fourrés, fo- rêt remplie de ronces et d’épines.  || Diffcile, énible.  — kikid? Quy a-t-il là de difficile? C’est acile, rien de plus facile.  — hồ & đống inh bio.  Donnez-vous la peine de m'aider un peu.  Mot à mot: vous est-il difficile de m'aider? (C’est une manière polie de demander un service. ) || Le mot äp est encore un des termes honnêtes désignant les parties sexuelles.  Bôt —, à l'endroit secret. ","Thicket, brush. Bri—, thickets, forest filled with brambles and thorns. || Difficult, grueling. — kikid? What is difficult here? It's easy, nothing could be easier. — organic hồ & đống inh. Take the trouble to help me a little. Word by word: is it difficult for you to help me? (This is a polite way of asking for a favor.) || The word äp is still one of the honest terms designating sexual parts. Bôt —, at the secret place."
APAA," Très-fatigant, très-pénible.  Etre dans une situation très-dure, être dans la misère.  — apèt, même sens (au superlatif). ","Very tiring, very painful. To be in a very difficult situation, to be in misery. — apet, same meaning (in the superlative)."
APAH," Donner un salaire, une rémunération, récompenser, payer la peine d’un entremetteur; donner des gages.  Long — le salaire.  Xônong —, la part de l'entremetteur.  B% lang g6—de mă long tò plenh.  Dieu récompensera les bons au ciel.  ","Give a salary, remuneration, reward, pay the trouble of a matchmaker; give pledges. Long — the salary. Xônong —, the part of the matchmaker. B% lang g6—de mă long tò plenh. God will reward the good in heaven."
APĂNG," Entre-nœud des bambous, phalange des doigts.  Ming — kram, un entre-nœud de bambou.  Koh bar — th, couper deux phalanges de la main. ","Internode of the bamboos, phalanx of the fingers. Ming — kram, a bamboo internode. Koh bar — th, cut two phalanges of the hand."
APĂNG," Ecouter, prêter l'oreille. ","Listen, listen."
APANG," Disputer, contester, contredire, avoir des altercations.  B6k—, querelleur, ami des dis- ‘putes.  — pôxdru dibal, gager, faire un pari. ","Dispute, contest, contradict, have altercations. B6k—, quarrelsome, friend of disputes. — pôxdru dibal, to wager, to make a bet."
APĂR," ỨF.  PĂR] Voler, s°envoler.  Xem — jäk, l'oiseau s’est envolé.  || Léger, volage.  Don —, esprit léger, inconstant, distrait. ","ỨF. PĂR] To fly, to fly away. Xem — jäk, the bird has flown away. || Light, flighty. Don —, light-hearted, inconstant, distracted."
APINH," Demander, prier, interroger.  E — tè- ma whhò dây, kolih kò e apinh uhkd tré.  Vous de- mandez et cependant vous n’obtenez rien, parce que vous ne demandez pas convenablement.  E — Bok hâm dieng divine: Demandez au Père si demain c’est jour de fête. ","Ask, pray, question. E — tema whhò dây, kolih kò e apinh uhkd tré. You ask and yet you get nothing, because you do not ask properly. E — Bok hâm dieng divine: Ask the Father if tomorrow is a feast day."
APLOH," Descendre une rivière en barque, suivre le courant.  —ÿi bonk, chong anat kò nèk.  Il est facile de descendre le courant mais diff- cile de le remonter. ","Go down a river in a boat, follow the current. —ÿi bonk, chong anat kò nek. It is easy to go down the current but difficult to go up it."
APO," Apô-apo.  Songer, rêver.  — kèni, faire un mauvais rêve, faire un rêve présage de malheur (superstition).  Due —, on dirait que c’est un rêve.  Inh khan lajd? E — tmh khu.  Quand est-ce que j'ai parlé ainsi? Tu rêves, je pense. ","Apo-apo. To dream, to dream. — kèni, to have a bad dream, to have a dream portends misfortune (superstition). Due — it seems like a dream. Inh khan lajd? E — tmh khu. When did I speak like this? You are dreaming, I think."
APOM," Rond, cylindrique, entier.  Khey pônil ' ji —.  La pleine lune est ronde.  Ludn —, avaler tout entier.  || Numéral des choses rondes ou à- peu-près rondes.  Tôl ming —, une citrouille. ","Round, cylindrical, whole. Khey ponil 'ji —. The full moon is round. Ludn —, swallow whole. || Numeral of round or almost round things. Tôl ming —, a pumpkin."
APỎI," Désirer, souhaiter, regretter.  Tdma e — kè dây xống toma e bừm alah e — hel dik.  Tu désires avoir beaucoup de riz et cependant tu fais le paresseux, ton désir est un vain désir.  E uhhkù di lui inh,—harey uhkd pa êm.  Tu n’as pas voulu me croire, il n’est plus temps de regretter.  ","Desire, wish, regret. Tdma e — kè dây xống toma e bừm alah e — hel dik. You desire to have a lot of rice and yet you play lazy, your desire is a vain desire. E uhhkù di lui inh,—harey uhkd pa êm. You didn't want to believe me, there's no time to regret."
APON," Entretenir, nourrir des animaux do- mestiques.  Jnh— kon kièk uhkd pun.  Je n'ai pas de chance dans l'élevage des animaux domesti- ques. ","Maintaining, feeding domestic animals. Jnh— kon kièk uhkd pun. I have no luck raising pets."
APỎN," Donner des soins assidus à un infirme, à un vieillard, aux malades.  — de mà trô chu ji tôk lờmò.  Il arrive souvent qu’en soignant les vario- leux on est soi-même pris de la petite vérole qui est contagieuse. ","Give diligent care to the infirm, to the elderly, to the sick. — from mà trô chu ji tôk lờmò. It often happens that while treating people with smallpox, we ourselves become infected with smallpox, which is contagious."
AR," Emplacement pour maison, pour Hmar.   Ởyờih — lồng mời kènh e bờm hnam.  Choisissez d’abord un emplacement convenable, ensuite vous construirez votre maison. ","Pitch for house, for Hmar. Ởyờih — lồng mời kènh e bờm hnam. First choose a suitable location, then you will build your house."
ÂR," Marais, endroit marécageux. ","Marsh, marshy place."
ARA, Canard.  (On emploie l’un ou l’autre suivant les localités. ),Duck. (One or the other is used depending on the locality.)
ARA," Filaments du bois.  — long, même sens. ","Filaments of wood. — long, same direction."
ARACH," Cri d’alarme que poussent les pou- les et les oiseaux à la vue du milan, d’un serpent et de tout ce qui les effraie.  Xem —, iu kè bih bây? Les oiseaux font entendre leur cri d’alarme, ne serait-ce pas un serpent ?","The cry of alarm uttered by chickens and birds at the sight of a kite, a snake and anything that frightens them. Xem —, iu kè bih bây? The birds are making their alarm cry, isn’t that a snake?"
ARAIH," Individu, individuellement, unité, chacun.  Buèl nhon 7? trô chu; hhò xỉ rim —rim loet, chong rim— ji rim tro.  La petite vérole est dans notre village; tous les habitants ne meurent pas, mais tous sont atteints de la contagion.  Dram —, jarres de la valeur de quatre #”uk chacune.  (Les jarres éomut, hèmul, sont d’une valeur plus considérable. )","Individual, individually, unit, each. Buèl nhon 7? too chu; hhò xỉ rim —rim loet, chong rim— ji rim tro. Smallpox is in our village; not all the inhabitants die, but all are affected by the contagion. Dram —, jars worth four #”uk each. (The éomut and hèmul jars are of greater value.)"
ATA," Confer à quelqu'un un objet à vendre.  Charger quelqu'un d’une commission.  — kù de gò oa cha kapô, confier à quelqu'un une marmite pour acheter un buffle.  ||.  Mettre dans.  — td 36, mettre dans une jarre.  (En ce sens, ah est plus ","Give someone an item to sell. Charge someone a commission. — kù de gò oa cha kapô, giving someone a pot to buy a buffalo. ||. Put into. — td 36, put in a jar. (In this sense, ah is more"
ARÂK," Dur, difficile à pénétrer, à entamer, à manier.  || Inflexible, tenace, obstiné.  Mam ji — topa, le fer est un métal très dur.  Tek —, terre du- re, durcie.  Bôngai — un homme inflexible, peu maniable, tenace.  Pôma —, s'exprimer avec dif- ficulté, prononciation dure. ","Hard, difficult to penetrate, to start, to handle. || Inflexible, tenacious, obstinate. Mam ji — topa, iron is a very hard metal. Tek —, hard earth, hardened. Bôngai — an inflexible, unwieldy, tenacious man. Pôma —, express oneself with difficulty, hard pronunciation."
ARAK," Garder, conserver avec soin, entrete- nir de bonnes relations avec.  — tèmam de kòđra, conserver soigneusement les biens de famille.  — todrong B.  I.  mă kòjấệ, observer la loi Dieu avec fidélité et constance.  Bre nh mn — dibal dèng tx.  Ces deux familles vivent en bonne harmonie depuis longtemps.  |","To keep, to keep with care, to maintain good relations with. — tèmam de kòđra, carefully guarding family property. — todrong B. I. mă kòjấệ, to observe the law of God with faithfulness and constancy. Bre nh mn — dibal dèng tx. These two families have lived in good harmony for a long time. |"
ARAK," Pâle, fané, flétri.  — muk tắt hè del Pham muh.  Visage pâle par suite d’une hémorragie du nez.  Aräng —, fleur fanée. ","Pale, faded, withered. — muk tắt hè del Pham muh. Pale face from nose hemorrhage. Aräng —, withered flower."
ARAM," Champ nouveau, nou- vellement défriché, cultivé pour la première fois dans l’année. ","New field, newly cleared, cultivated for the first time in the year."
ARĂN," Cesser, discontinuer.  Dim — hò pôjai de bẽt xd, il n’avait pas cessé encore de parler qu’on le perca.  72 — hò mi, il a cessé de pleuvoir. ","Cease, discontinue. Dim — hò pôjai de bẽt xd, he had not yet stopped speaking when he was pierced. 72 — hò mi, it stopped raining."
ARÂNG, Craquer (d’un arbre qui tombe sous la hache). ,Cracking (of a tree falling under the axe).
ARĂNG," Flèche, balle de fusil.  — blu, flèche empoisonnée.  — ""am, flèche en fer.  — gèxôr, ar- mure du porc-épic.  — thung, balle de fusil. ","Arrow, rifle bullet. — blu, poisoned arrow. — ""am, iron arrow. — gèxôr, armor of the porcupine. — thung, rifle bullet."
ARĂNG," Compacte, dru, ferme.  Mam —, fer bien trempé.  Akäu —, corps bien constitué, santé solide.  Bôbe don dim —, chevreau dont les oreilles ne sont pas encore fermes, qui sont encore flas- ques.  l","Compact, dense, firm. Mam—, well-tempered iron. Akäu —, well-formed body, sound health. Bôbe don dim—, kid whose ears are not yet firm, which are still flabby. L"
