Keys,Definitions,Max_Probability_Label,Max_Probability,Second_Max_Probability_Label,Second_Max_Probability
rơkah,to be left over in eating also the idea of having eaten more than enough,language,0.7534732222557068,human activity,0.1564932614564895
rơkah-rơkai,intensive form ,human activity,0.3486802875995636,language,0.1677675545215606
rơkuĭk-rơkuăk,of very muddy water a mixture of water with something else well dissolved,water,0.7561770677566528,human activity,0.0660900771617889
rơmă,fat,human activity,0.4768330454826355,animals activity,0.1656436026096344
romĕnh,to sew up the end of something that has been woven,human activity,0.6022007465362549,water,0.0901215672492981
rơmo,cow,animals activity,0.5231759548187256,animals,0.4653829038143158
rơmỡn,very tired and weak from lack of food or sickness,human activity,0.2264672219753265,animals activity,0.2074419409036636
rơmuăn,soft,water,0.2198175936937332,language,0.1954520642757415
rơneh,to be born,human activity,0.7721839547157288,animals activity,0.1561832129955291
rơnoi,very tall as bamboo tall slender person,human activity,0.4179145097732544,plants,0.383908599615097
rơnôp,the bud of a deer horn that is used in making medicine,animals activity,0.5293082594871521,animals,0.4121143519878387
rơnơh,a small house built in the fields,human activity,0.8064946532249451,scenery,0.0890514031052589
ronŭng,eel,animals,0.463849127292633,animals activity,0.4264295101165771
rơng,forest,plants,0.6349456310272217,scenery,0.178870603442192
rơnga,a black seed used for seasoning,animals activity,0.2079168558120727,human activity,0.2036831676959991
Rơngao,"Rengao, the Rengao people",human activity,0.6792854070663452,language,0.2802402079105377
rơngei,to be free from slavery,human activity,0.5512339472770691,language,0.1985789686441421
rơngĕnh,crisp and delicious,human activity,0.3267909288406372,language,0.2025007754564285
rơngŏu,a small black seed used for seasoning,animals activity,0.2237258851528167,human activity,0.1843593418598175
rơngơp,"cool, refreshing",water,0.2596360743045807,human activity,0.244000494480133
rơngot,"to miss, be lonesome for",language,0.5727730989456177,human activity,0.1656217277050018
rơnguỡ,"to miss, be lonesome for",language,0.5727730989456177,human activity,0.1656217277050018
rơnhong,"tall rice, corn",plants,0.9693273901939392,animals activity,0.0097510209307074
rơnhông,of fog to be heavy ,weather,0.5941763520240784,language,0.1184658780694007
rơpăng ,bitter squash,animals activity,0.3719996213912964,human activity,0.1806584000587463
rơpiĕt,tongue,language,0.8081923723220825,human activity,0.083703838288784
rơră,to be very sharp and painful e.g. grass that cuts skin,animals activity,0.2206163555383682,plants,0.1993632018566131
rơrăk,to speak fluently and quickly at the same time to slip quickly,human activity,0.535407543182373,language,0.3075541853904724
rơreh,to shake from fear,human activity,0.5225768089294434,animals activity,0.2699736356735229
rơrĭk,"to want, have strong desire",human activity,0.4628898799419403,language,0.3141212463378906
rơrĭnh,to shake from fear,human activity,0.5225768089294434,animals activity,0.2699736356735229
rơrỡk,to read or speak fast and fluently,human activity,0.4806305468082428,language,0.4037458896636963
rơseh,to sharpen a blade with an alternating motion first one side then the other,human activity,0.7742137908935547,animals activity,0.0537830330431461
rơtah,water leech,water,0.6231613159179688,animals activity,0.2958413660526275
rơtuh-rơtăl,"innumerable, hundreds of thousands",human activity,0.482852578163147,animals activity,0.1278690099716186
rơuơ,to plow,human activity,0.7131800055503845,animals activity,0.2393209189176559
rơwĕt,famine ,language,0.2606313228607178,animals activity,0.2373303920030594
rơwing,tall as bamboo or top of the bamboo,plants,0.8452538847923279,scenery,0.0387164056301116
rơwơn,plenty of time or space,human activity,0.2230876684188842,language,0.1794486939907074
rơwỡng,up in the air high near clouds,weather,0.4265488684177398,scenery,0.1816931217908859
rơwưh,time,human activity,0.4512194693088531,animals activity,0.1443711519241333
rơya,ginger ,animals activity,0.3452142179012298,human activity,0.2663557529449463
rỡ,to heat in order to boil,human activity,0.4809504449367523,water,0.1987352669239044
rỡm,"garbage, weeds",human activity,0.2923187911510467,language,0.2740143537521362
rỡng,to speak for something beforehand,language,0.4201400876045227,human activity,0.2411630600690841
rỡp,the feel of fish in hand when caught,animals activity,0.8389016389846802,water,0.0500482730567455
ruh,"of leaves, flowers to fall ",plants,0.8134256601333618,scenery,0.1088047623634338
"ruh, 'ba ruh","rice that grows from grains that have fallen on the ground, its own fall very easily",plants,0.2246074080467224,animals activity,0.1882294565439224
rung-reng,the Têt tree ,plants,0.3866694271564483,scenery,0.192751407623291
ruỡ,to tighten as in tying or as python does ,animals activity,0.8591406941413879,animals,0.0952894389629364
rŭng,epidemic with many deaths,human activity,0.7042306065559387,language,0.1006577536463737
sa,to eat ,human activity,0.5833130478858948,animals activity,0.2588101923465729
sa mơh,to eath rice ,language,0.3102207481861114,animals activity,0.261368840932846
sah ,"white, clean, no smell ",water,0.3297083675861358,scenery,0.1939257681369781
sal ,to sprinkle scatter ,human activity,0.4230126738548279,weather,0.1327395886182785
sap ,tasteless,language,0.2184139043092727,human activity,0.19167061150074
saw,to be wide cover large area,human activity,0.2205680310726165,scenery,0.1532956212759018
săk,bag ,human activity,0.4464538991451263,animals activity,0.1654779016971588
săng ,knife,human activity,0.5628766417503357,animals activity,0.2050191611051559
săng-si,to designate a big person on one knee wrestling with a child,human activity,0.872960090637207,language,0.0577212162315845
săr,unplowed field ,scenery,0.3544939756393432,human activity,0.2237020879983902
săt ,of meat or fish to be fresh ,animals,0.722822904586792,animals activity,0.1940579712390899
săt ,to knit,human activity,0.8438747525215149,animals activity,0.0579498894512653
"săt, ưh kơ băt săt ",not know anything about at all ,human activity,0.2534202635288238,plants,0.140552818775177
se ,vehicle,human activity,0.7505117654800415,animals activity,0.1782833188772201
se-le,to look over completely,human activity,0.3141024708747864,scenery,0.2042333930730819
se-le sônh-lônh,intensive of above form,human activity,0.420102596282959,language,0.1834194511175155
seh,on the outer side of,human activity,0.2554444670677185,scenery,0.1632173210382461
seh,to cut grass close to ground,human activity,0.7677375078201294,animals activity,0.1486604064702987
sem,"bird, animals in general ",animals,0.7900203466415405,animals activity,0.1974642276763916
sem păr,bird,animals activity,0.6712403297424316,animals,0.2903472781181335
sen,to be unhusked,human activity,0.302649974822998,language,0.2132100015878677
sĕch,"flesh, lean meat",animals,0.4475656747817993,animals activity,0.3206828236579895
sĕch,to turn pot around so it is heated by fire,human activity,0.7568017840385437,plants,0.1142840832471847
sĕm,with,human activity,0.3500787317752838,language,0.2447534352540969
sĕr,"a plate, flat dish",human activity,0.464220643043518,water,0.1318072974681854
sêng,large drying basket ,human activity,0.737373948097229,animals activity,0.0932877212762832
si,louse ,animals activity,0.5914789438247681,animals,0.1693559736013412
"si-wi, 'long si-wi",a machine used to roll up thread,human activity,0.1698921620845794,animals activity,0.1527884006500244
sih,"to plug a gap, put up a barrier ",human activity,0.5456896424293518,language,0.1248003765940666
sih-suh,feeling of falling down when one is asleep or feverish,human activity,0.3643782138824463,language,0.1561326086521148
sik,wine,human activity,0.6637735366821289,animals activity,0.1116193607449531
sim,a domesticated duck larger than the more common duck,animals,0.5516161918640137,animals activity,0.3570547103881836
sing-sơng,walking stilts ,human activity,0.6443439722061157,animals activity,0.2899216115474701
sip,target  ,human activity,0.3096182644367218,language,0.1877105087041854
"sip, 'nhĕt sip",a type of grass or weed,plants,0.950133502483368,animals activity,0.0140633480623364
sir,to dig,human activity,0.7264496088027954,animals activity,0.168272390961647
sir, to be completely covered hidden,human activity,0.2244197875261306,animals activity,0.1496799290180206
sĭn,"to be cooked, done in reference to food ",human activity,0.3230778276920318,language,0.2518472671508789
sĭn,to move over to make space for someone else ,human activity,0.8114833831787109,animals activity,0.0645313262939453
sĭnh-ngĭnh,angry growl or noise of an animal or person,animals activity,0.5816711783409119,animals,0.334181934595108
sĭr,"to be completely covered, hidden ",language,0.2223218083381652,human activity,0.1987066268920898
sĭt,to come true be true ,human activity,0.3245407342910766,language,0.271059513092041
sĭt,to sew,human activity,0.8642666935920715,animals activity,0.040432896465063
so,old (inanimate things) ,water,0.1742938309907913,animals,0.1499413847923278
"so, kŏ so",wild dog wolf ,animals,0.5097845792770386,animals activity,0.4819337129592895
"so, si so",dog flea,animals activity,0.5401903390884399,animals,0.4496777355670929
so,to brush to make clean as in brushing teeth ,human activity,0.9209973216056824,language,0.0360535681247711
soh,to light a fire ,human activity,0.9050971865653992,animals activity,0.0512799844145774
soh,shoo ,language,0.3592014610767364,animals activity,0.2395181059837341
soi,"commune with the spirits, sacrifice ",human activity,0.3044536411762237,animals activity,0.200174942612648
soi,a long time ,human activity,0.4065819084644317,animals activity,0.1323946565389633
sok,to pound corn or vegetables with mortar and pestle,human activity,0.663098931312561,plants,0.2500125467777252
sol,"to try to heal a person who has been sorcerized by taking out nail, worm from body",human activity,0.7276834845542908,animals activity,0.0748432204127311
sol ,to hunt fish by use of torch ,human activity,0.4183299541473388,animals activity,0.4084025919437408
song ,"to divide up and give, distribute",human activity,0.5654038786888123,language,0.2233662158250808
"song, gŏ song ","metal pot, kettle, pan",human activity,0.6272347569465637,water,0.1657557338476181
"sop, sŏk sop ",body hair ,human activity,0.8188749551773071,animals activity,0.1157590895891189
sot ,"to live long, longevity ",human activity,0.4260278940200805,language,0.2799641489982605
sŏ,"to dip water, get water, to dish out rice, serve rice",human activity,0.7836523056030273,water,0.1734146028757095
sŏk,to contain much as can or pot,human activity,0.273713618516922,plants,0.2279471158981323
sŏk,"hair, feathers",animals,0.6341572403907776,animals activity,0.3306656181812286
"sŏng, sŏng",eat rice,human activity,0.4392189383506775,animals activity,0.3380841016769409
"sŏu, sâu",grandchild (also has wider meaning outside family),human activity,0.2735369503498077,language,0.2735075652599334
sŏu-se,offspring,animals activity,0.3355051875114441,human activity,0.3067953884601593
sô,to love (man-woman),human activity,0.9258193969726562,language,0.0362720116972923
sôch,of an ant or bee to sting,animals,0.5380403399467468,animals activity,0.455682098865509
sôi,type of fish trap like pam ,animals activity,0.7841266989707947,animals,0.0711773931980133
sôk,mole (animal),animals,0.6943414211273193,animals activity,0.2972496449947357
sông,to burn,human activity,0.6867234706878662,language,0.1192528083920478
sơ'bei,"Chinese cabbage, pechay",plants,0.8679875135421753,animals activity,0.0760879218578338
sơ'beng,crowbar,human activity,0.6696004867553711,animals activity,0.2241343706846237
sơ'blŏk,unconscious,animals activity,0.1883984804153442,language,0.1836615800857544
sơ'bŏng,soap,human activity,0.4628037512302398,water,0.1754156798124313
sơdang,shrimp,animals,0.534865140914917,animals activity,0.4412308633327484
Sơdang,Sedang,language,0.391775369644165,animals activity,0.1762923151254654
sơdol,appearance of funny-looking teeth,human activity,0.4516191184520721,animals activity,0.1560582816600799
sodrêu,badly-shaped teeth,human activity,0.5063645243644714,animals activity,0.1959890127182006
sơdring,a string of fish ,animals activity,0.5753413438796997,animals,0.334277868270874
sơda ,"handspan, to divine by handspans",human activity,0.6181876063346863,language,0.1282977312803268
sơđah,to crack,human activity,0.56883704662323,animals activity,0.1589688062667846
sơđang,festival to abandon grave,human activity,0.596463680267334,scenery,0.1601157933473587
sơđong,a trap that chokes animals by string ,animals,0.8718088269233704,animals activity,0.0842771902680397
sơđỡng,to depend upon peaceful,language,0.2710343599319458,human activity,0.2482334375381469
sơgỡr,drum ,human activity,0.5474644303321838,animals activity,0.3122055530548095
sơk,to pull up shirt to keep from getting wet,human activity,0.4649350345134735,water,0.2230890244245529
sơkat,"to speak with magical power, to speak and have something magical happen ",language,0.42645063996315,human activity,0.1576859056949615
sơkă,a small backbasket,human activity,0.4016285538673401,animals activity,0.3526268303394317
sơkă,rough-surfaced,human activity,0.4044463634490967,water,0.148926556110382
sơkăr,to have something in one's eyes,human activity,0.4939827620983124,scenery,0.1722656041383743
sơke,wild boar,animals,0.5268343091011047,animals activity,0.4670776426792145
sơker,to shake with fear ,human activity,0.4177978038787842,animals activity,0.2909661531448364
sơkĕnh,catfish ,animals,0.4187588393688202,animals activity,0.3479491174221039
sơkĕnh,black ,human activity,0.2885142564773559,language,0.189947634935379
sơkok,mat ,language,0.3134408295154571,human activity,0.2025686800479889
sơkỡt,"to be engaged, betrothed ",human activity,0.7869303226470947,language,0.1233423873782157
sơkŭng,bill of a bird,animals activity,0.7549498677253723,animals,0.2253976315259933
sơkŭng,lips,human activity,0.5427307486534119,animals activity,0.1742388904094696
sơkŭp,to be upside down ,language,0.2561773061752319,human activity,0.2172999083995819
sơl,to put under to make higher jack up ,human activity,0.5207753777503967,language,0.2194154262542724
sơlah,to part different ways ,human activity,0.3932890892028808,language,0.1455369740724563
trong sơlah,"intersection of paths, roads ",human activity,0.6664795875549316,language,0.0659987777471542
sơlak,a type of flat bean,plants,0.4185616970062256,animals activity,0.2393969744443893
sơlam,"in between, in the middle ",language,0.2037589251995086,human activity,0.1974097192287445
pơm 'long sơlam,be a mediator,human activity,0.6233695149421692,language,0.103724218904972
sơlă,to understand,language,0.2766648232936859,human activity,0.2590545117855072
bơngai ưh kơ sơlă,a person who doesn't understand ,human activity,0.4935866892337799,language,0.1383255869150161
sơlăt,lettuce,plants,0.3166174292564392,human activity,0.2270935922861099
sơleng,"to be bewildered, amazed, not understand about at all ",human activity,0.3163042664527893,language,0.18939970433712
sơlĕp,"to be dark, not able to see through",human activity,0.2237673252820968,language,0.1694154590368271
sơliơi,to designate funny appearance of someone eating betel nut; to describe someone who says or does whatever he likes,human activity,0.5330144166946411,language,0.3352532088756561
solĭp,to describe thick grass dark night when one can't see at all ,language,0.6881552934646606,scenery,0.0937227755784988
sơlong,headdress,human activity,0.5359658002853394,animals activity,0.1774289309978485
sơlôk,to be piled high ,human activity,0.4687594473361969,language,0.2131015807390213
sơlôk-sơlak,a large pile,human activity,0.5122882723808289,animals activity,0.1436493247747421
sơlỗ,a magic medicine that blinds the eyes of others for a while,animals activity,0.2318772822618484,human activity,0.188161700963974
soluễ,evil-looking face,human activity,0.3838826417922973,animals activity,0.2461571842432022
sơluễ-sơluônh-mônh,intensive form of sơluễ,language,0.5966677665710449,human activity,0.1149214431643486
solŭk,to be upside down,human activity,0.2626649737358093,language,0.2120447903871536
solŭl,"to be full of weeds, messy looking",plants,0.4751699268817901,human activity,0.2269397526979446
sơlŭng,hole in ground,human activity,0.5146113634109497,animals activity,0.1662901788949966
sơlŭng dak ,a well,water,0.775481104850769,human activity,0.1220329254865646
sơmaih,the mouth of the pam fish trap,animals activity,0.7281375527381897,animals,0.1072489321231842
somă,but,language,0.3459601700305938,human activity,0.3272693157196045
somĕch,mosquito,animals activity,0.7744659185409546,animals,0.2120044529438018
somôch,the stinger of an ant bee ,animals activity,0.6173932552337646,animals,0.3730947077274322
sơnar ,"baby birds, also used for small children",animals activity,0.73525071144104,animals,0.2497481256723404
sơnăl,chipmunk-like animal,animals,0.7297336459159851,animals activity,0.2462064176797866
sơnăm,year,human activity,0.4973048567771911,language,0.1151540055871009
sơnĕnh,teeth,human activity,0.4954647123813629,animals activity,0.3329013288021087
sơnêp,contentment,human activity,0.4299010932445526,language,0.1746601611375808
sơnoh,to pay to spirits what has been promised or to actually buy something you say you will,language,0.5695642828941345,animals activity,0.139374703168869
sơnong,"that which is passed out, rewarded",human activity,0.3474877774715423,language,0.2188831567764282
sơnoy,of pots to be lying on their side,plants,0.7396134734153748,human activity,0.1711534857749939
sơnôi,to describe car that fallen off road,language,0.7811390161514282,human activity,0.110543318092823
sơ'nỡr,to wake up ,human activity,0.5529674887657166,animals activity,0.1436551362276077
sơng ,"to go greet, welcome, receive",human activity,0.6436416506767273,language,0.3066673874855041
sơngah,to deny,language,0.4619388878345489,human activity,0.2103942185640335
sơngiĕo,"cold water, food",water,0.7161153554916382,human activity,0.1514190137386322
sơnglŏng,star,human activity,0.4439738988876343,animals activity,0.2203619182109832
sơnguĕt,"whip, switch",human activity,0.7986507415771484,animals activity,0.0785738229751586
sơ'ngĭu,very sad and angry won't answer people,human activity,0.3745372891426086,animals activity,0.2342408746480941
sơ'ngon,to be sad,human activity,0.4872975051403045,language,0.2441937625408172
sơ'nguer,to designate a child lying down sick unable to get up,language,0.6181507110595703,human activity,0.1178675517439842
sơ'nguir,to have fallen down or be sick and not be able to rise,human activity,0.4404510855674743,language,0.1546867042779922
sơ'nhoi,"to be sad, crestfallen",language,0.5402418971061707,human activity,0.2701094150543213
sơpong,to be parallel ,human activity,0.2705455422401428,language,0.2194663733243942
sơpuăt,an edible rattan shoot,plants,0.6540176272392273,animals activity,0.1850891858339309
sơrông,the leap of a tiger or other animal,animals activity,0.6220889091491699,animals,0.3731297850608825
sơsek,to be itchy,human activity,0.552899181842804,animals activity,0.1740054786205291
sơsôt,to hop all over the place frolic; to rub massage cool,human activity,0.794776439666748,animals activity,0.1048030704259872
sơsrĕo,cool,human activity,0.3687047958374023,water,0.1236247941851615
sơtôk,type of wine jar which is the most expensive and has a spirit associated with it,human activity,0.3911654949188232,language,0.1683578044176101
sơuh,to breathe out ,human activity,0.5034568905830383,language,0.2186139076948166
sơwol,to designate long pointed nose,language,0.597114086151123,human activity,0.2349923700094223
sỡ,distant past (from six months to a year in the past back to any time more distant),language,0.2269187271595001,human activity,0.1736916601657867
sỡk,to dry clothes,human activity,0.8701267242431641,water,0.0433580502867698
"sỡk-lỡk, pă sỡk-lỡk","to have no worries, happy-go-lucky",language,0.4209400415420532,human activity,0.3173730969429016
sỡl,"soft, rubber-like substance in bamboo",plants,0.9373554587364196,animals activity,0.0233603380620479
sỡn,"to persevere, not give in",human activity,0.3860746622085571,language,0.2907423973083496
sraih,cleansing ceremony to get rid of bad elements from living persons taking care of one who just died ,human activity,0.9068542718887328,water,0.0227904934436082
sraih bơmrôm,type of skin pigment coloration,human activity,0.4109406471252441,animals activity,0.1934412717819214
srang,"to throw spear, pole",human activity,0.7876288890838623,animals activity,0.1614263504743576
srao,to cook together ,human activity,0.8925994634628296,animals activity,0.0300708767026662
sră ,crossbow,animals activity,0.567853569984436,human activity,0.3228707015514374
srĕng,dry,human activity,0.2462237179279327,weather,0.201962262392044
srĕp,to be hidden,human activity,0.2541281878948211,language,0.251668781042099
srê,"palm-shaped, spoke-shaped as rays of sun at dawn",language,0.295558750629425,human activity,0.1983261555433273
sring,to pierce fish and put on string ,animals activity,0.4470270574092865,animals,0.2911246120929718
srĭ,"solder, aluminum",human activity,0.3265974521636963,language,0.1983521729707718
sro,to wave hand; of plant to climb up,plants,0.8004484176635742,animals activity,0.1412534117698669
srok,to pour grains into small opening,human activity,0.8573557734489441,animals activity,0.0432782061398029
srok,fish trap,animals activity,0.6908590197563171,animals,0.143400639295578
srŏk,"type of louse, fleas that lives in clothes",animals activity,0.8265094757080078,animals,0.0462206341326236
srŏng,sharpened sticks planted in ground as trap,human activity,0.7282577157020569,animals activity,0.1295414268970489
srôih,early in the morning,human activity,0.614902138710022,animals activity,0.0962580293416976
srơu,to fall over backwards quickly,human activity,0.5559362769126892,animals activity,0.1644223034381866
srỡng,to be noisy ,human activity,0.6064935922622681,animals activity,0.1406881064176559
sruh,"to fall short of mark in shooting, to fall below",human activity,0.787594735622406,animals activity,0.1248088702559471
su,of small animals to give birth,animals activity,0.5282201170921326,animals,0.4582320153713226
suai,to be drunk,human activity,0.810771644115448,animals activity,0.0568773783743381
suang,to dance,human activity,0.8816768527030945,animals activity,0.0765521451830864
suat,describes young man with pretty clothes,language,0.5321927070617676,human activity,0.4015780687332153
suăn,"to climb slope, mountain; of the sun to rise in the sky",human activity,0.4618758261203766,scenery,0.3542085289955139
"sueh, chă sueh",to question,language,0.349595695734024,human activity,0.3394348323345184
suek,"very black, dirty black",human activity,0.3167813718318939,language,0.2312663495540619
"sueng, 'bŏu sueng","describes nice smell of medicine, fish frying",animals activity,0.341444194316864,human activity,0.260170042514801
suĕng,"pointed nose, pencil lead",human activity,0.6887791752815247,animals activity,0.1587673276662826
suĕnh-suĕnh,dizzy,human activity,0.3022814691066742,language,0.2010267078876495
sum,rice granary,human activity,0.3592085242271423,animals activity,0.2452825158834457
sung,axe ,human activity,0.4133289158344269,animals activity,0.3581418991088867
sut,to wipe ,human activity,0.4159832596778869,language,0.2161479592323303
sut,bee ,animals activity,0.4214647114276886,animals,0.3296516537666321
"sŭk, ưh kơ sŭk tep",not be able to sleep sit down ,human activity,0.5149444937705994,animals activity,0.1273430287837982
sŭng,down there,human activity,0.3244891166687011,animals activity,0.1678590625524521
sữ,"to put, place, give, of parents to pass on things to their children",human activity,0.8726707100868225,language,0.0842047929763794
tach,to whip ,human activity,0.528428316116333,animals activity,0.3384342491626739
tah,to put inside to put candy in a jar ,human activity,0.7979109287261963,animals activity,0.0574416033923625
tah-tĭn,to throw up in the air continually as a ball,human activity,0.6732153296470642,animals activity,0.2450200766324997
taih,of lightning to strike,animals activity,0.3276216685771942,human activity,0.1831037253141403
tak,spear,human activity,0.5617796778678894,animals activity,0.2327866405248642
tam,used in a question asking if something has happened yet,language,0.6714715957641602,human activity,0.1306881457567215
tang ,"to take the place of, do for ",language,0.4086229801177978,human activity,0.2034493684768676
lôch tang,to die in the place of ,human activity,0.3359383344650268,animals activity,0.1571041941642761
tang ,"to stop, prevent by going in between or in front of",language,0.3078585267066955,human activity,0.2927283346652984
tang-dŏ,chair ,human activity,0.5851110219955444,animals activity,0.1367590874433517
tang-wang,"circle, cycle ",language,0.3136769831180572,human activity,0.2687499523162842
xe tang-wang,bicycle,human activity,0.6590812802314758,animals activity,0.3082468807697296
tang pơpiang,to describe unruly hair,language,0.7029843330383301,human activity,0.0938467904925346
tang-al,a type of caterpillar ,animals activity,0.9243258237838744,animals,0.0225214064121246
tanh ,to weave ,human activity,0.5116910934448242,language,0.2600235939025879
tap ,to slap with hand,human activity,0.8931352496147156,animals activity,0.0545121878385543
tar ,crosspiece of axe,human activity,0.8132622838020325,animals activity,0.1231382712721824
tat,"to be accurate, true",language,0.4436404705047607,human activity,0.2613818347454071
tă,"to salt, pepper",language,0.3990457653999328,human activity,0.3761996626853943
tă,"all, completely",human activity,0.4375246465206146,language,0.1469933092594146
tăl,layers,human activity,0.269744873046875,language,0.2517873346805572
tăm,"moreover, even so the more ",language,0.5188001990318298,human activity,0.1853985488414764
tăng,bitter ,language,0.3722720444202423,human activity,0.2718726098537445
tăng ,pipe,human activity,0.4263586401939392,water,0.1960474401712417
tăng kei,a tick (insect),animals activity,0.9500698447227478,animals,0.0208612494170665
tăng pơler,flounder,water,0.3659931123256683,animals activity,0.3312670290470123
"tăp, tăp dăr","all around, encircling",human activity,0.3358098566532135,scenery,0.2160959988832473
tăr,to be productive in thinking; to make a fence or wall of bamboo,human activity,0.4886299669742584,plants,0.4270857274532318
tăr bang,a type of mat,human activity,0.1955752968788147,language,0.1911638379096985
tăr-wăr,to shake from fear ,human activity,0.4810000658035278,animals activity,0.2949272096157074
teh,"ground, dirt, earth",human activity,0.3592813313007355,language,0.1900502443313598
teh,to hit with a small stick,human activity,0.7414537668228149,animals activity,0.1072420924901962
teh-tŏng,one-rope swing ,human activity,0.7712488770484924,animals activity,0.1359519064426422
tel,one bird that builds ingenious nest,animals activity,0.8013485074043274,animals,0.1815433949232101
"tel, sŏk tel",matted hair ,human activity,0.6276360750198364,animals activity,0.1321727782487869
teng,to hit with the knuckle one time,human activity,0.7654277682304382,language,0.0788521543145179
teng-gŭr,the sound of the roar of the elephant,animals activity,0.673724353313446,animals,0.3099484443664551
teng-neng,bell ,human activity,0.366580605506897,animals activity,0.2924925982952118
teng-net ,type of water snail with long pointed shell,animals activity,0.516015887260437,water,0.2761148512363434
teng-nơneng,noise of something hard like metal falling,human activity,0.5481142997741699,animals activity,0.1319449245929718
teng-wĕ,"crooked as mouth, tree, weaving",scenery,0.3395509421825409,animals activity,0.2565354704856872
teng,"close, shut ",language,0.4797002971172333,human activity,0.2293609678745269
teo ,easily bendable wood ,weather,0.2176413983106613,scenery,0.1917155086994171
tep ,"to close eyes, sleep",human activity,0.7070368528366089,animals activity,0.0791396275162696
"tep-lar, 'bih tep lar",a very small snake that is extremely poisonous,animals activity,0.5908247232437134,animals,0.3892470002174377
tĕng-nĕng,a tree that has very poisonous sap ,plants,0.6207520365715027,animals activity,0.1008288487792015
tĕnh,"fast, swift, quickly ",human activity,0.3988521099090576,language,0.2411103099584579
tĕp-tĕp,to blink  ,human activity,0.5304072499275208,animals activity,0.1977143734693527
tê,of a horse to trot,animals activity,0.71955406665802,animals,0.2739636600017547
tê-lê,"Oh, shame on you",human activity,0.7746261954307556,language,0.0784427970647811
"tha, mă tha",even though ,human activity,0.3035385906696319,language,0.1783170700073242
tha,word used to tell oxen to turn to the right ,animals activity,0.4530635774135589,animals,0.435336172580719
thar,"to go at once, do at once ",human activity,0.4209009408950805,language,0.3611606061458587
theng,trigger of bow or gun ,animals activity,0.5061901211738586,human activity,0.4428287148475647
thep,to mend metal ,human activity,0.7486399412155151,language,0.063796229660511
thĕn,"to command, order",language,0.5490757822990417,human activity,0.3446148037910461
thĕng,to be quiet t,human activity,0.4156312644481659,language,0.2910146713256836
thi-thu,to fan fire (probably the noise of the fanning or blowing on fire),human activity,0.848060667514801,animals activity,0.0604843497276306
thim,to add to,human activity,0.4230220019817352,language,0.136234849691391
thoi,"like, as",language,0.6427456140518188,human activity,0.1329040974378585
"thong, đak thong",stream,water,0.738898754119873,language,0.0652854368090629
"thŏu, thâu",probably,human activity,0.5190619826316833,animals activity,0.1189607232809066
thôi,to be finished stop thong to go somewhere for pleasure,human activity,0.6862673163414001,scenery,0.0841728448867797
thỡr,many flat,scenery,0.2162476629018783,water,0.200387954711914
thỡr-thăr-măr,many much,human activity,0.4803785979747772,language,0.108284056186676
thỡ-thă-thỡ-thăr-măr,many many things,human activity,0.2634704709053039,language,0.1521942615509033
thu,to be defeated,human activity,0.3486675024032593,language,0.2067133784294128
thua,a top,human activity,0.3445720374584198,animals activity,0.1358793228864669
thuk,to memorize ,human activity,0.4380783140659332,language,0.1575639396905899
thuơ,to be defeated,human activity,0.3486675024032593,language,0.2067133784294128
thŭ,magical word used to make things happen,language,0.5092056393623352,water,0.1268434971570968
thŭng,"valley, valley-shaped",scenery,0.4486081600189209,water,0.25122931599617
thŭng-thong,rough bumpy,human activity,0.2746016383171081,scenery,0.1904570013284683
thŭt-thŭt,many people coming in one after another ,human activity,0.9428609013557434,language,0.0151402037590742
ti ,arm,human activity,0.4490035474300384,animals activity,0.1923950314521789
ti ,up there,human activity,0.5319860577583313,animals activity,0.1324049830436706
tih,big large,human activity,0.3534571528434753,animals activity,0.160172551870346
tih-tap,very large,human activity,0.3237422406673431,animals activity,0.2084612548351287
tih pang,no profit or value in ,language,0.2008567750453949,human activity,0.1804172992706298
til,classifier for parts of the day ,human activity,0.2666067481040954,language,0.2187591344118118
til pơgê,morning,human activity,0.4436857104301452,weather,0.1427441239356994
"tĭ, năr tĭ",fourth day after today ,human activity,0.4090112149715423,language,0.1772990375757217
tĭk,to stop or be stopped at a place before destination ,language,0.4075570106506347,human activity,0.1854664236307144
tĭl ,to think over realize,human activity,0.3487042188644409,language,0.1857777088880539
tĭng-nĭng,a many-stringed musical instrument,human activity,0.2475159019231796,animals activity,0.2103784680366516
to,over there,human activity,0.3919065594673157,animals activity,0.1408712267875671
toch,to stretch oneself,human activity,0.7511430382728577,language,0.0741132497787475
toh,breast,human activity,0.3759128749370575,animals activity,0.3320005536079407
toh,to pull out,human activity,0.5249049663543701,animals activity,0.1603031009435653
toi,a sickness that kills animals ,animals,0.9221540689468384,animals activity,0.0528633333742618
toi-loi,chain necklace,human activity,0.5563651919364929,animals activity,0.1344780921936035
tol,blind,human activity,0.2493709325790405,animals activity,0.1675326228141784
tom,"to be on time, in time",human activity,0.4424876570701599,language,0.3353800475597381
tong,"to soak in water, put into water",water,0.6714465618133545,human activity,0.2058591991662979
tong,"classifier for jars, guns, automobiles",human activity,0.9645624160766602,language,0.0122362244874238
"tong, năr tong",fifth day after today ,human activity,0.3730207979679107,language,0.1825257837772369
top,"to put tail between legs, to hunch up ",human activity,0.5225739479064941,animals activity,0.2843939065933227
tor,the length of objects as opposed to their width i.e. the measurement of the length,human activity,0.2401150017976761,language,0.1963570117950439
