,Keys,Definitions,0,1
2825,pơtrỗ,to put on someone else for them ,8.506729,9.88349
2826,pơtruh,"to go tell, to inform",9.544819,6.6495333
2827,pơtuch,"to get one attention by calling, to tell dogs to bite prey ",11.3321085,10.376511
2828,pơtuơh,to persuade usually with bad intent ,8.315212,6.065705
2829,pơtŭch,same as pơtuch but the distance between caller and listener is less,10.259968,6.172486
2830,pơư,to praise ,8.406759,5.707518
2831,pơư pơang,"to praise, tell about something important far and wide",8.356305,5.7081356
2832,pơwao,to think through and understand by oneself,9.082076,6.240169
2833,pơwat,only enough to eat for this meal ,7.0122285,8.590865
2834,pơwer ,to speak to a friend so that someone else will not understand,9.138667,6.1517587
2835,pơwir,to cause self to change into an animal or vice versa,8.797447,5.52356
2836,pơyan,season,6.6017485,10.173749
2837,pơyoch,to make someone commit a sin,9.048046,5.7905765
2838,pơyô,"sweetheart, lover",11.158567,6.418256
2839,pơyơh,to put on,8.534681,9.881376
2840,"pơyơh, pơma pơyơh",of young people to speak a special secret language so older people won't understand,9.216084,6.1247053
2841,pơyỡr,to give a portion of,9.944023,6.830221
2842,pỡk,"to fall down from standing position, fall over",7.928209,8.445976
2843,pỡn,to wrap around,9.958004,9.957513
2844,pỡn,to dare ,6.9715996,4.8823457
2845,pỡng,"to hammer, pound",9.413561,9.1944065
2846,pỡr,"to fly, restricted to a mythical snake only",10.561565,11.509596
2847,pỡr,description of a dish or glass breaking,8.76917,11.227922
2848,pra,porch ,9.2081585,11.443872
2849,tơh pra,name of a variety of very long beans,9.642115,12.328579
2850,prach,to splash on water noise and appearance of water splashing out,13.005922,11.474148
2851,prah,to shoot,11.587037,8.860332
2852,prai,stringy substance inside fruit; thread tassels,9.539045,12.816835
2853,praih,"to be sober (after being drunk), to be well after being sick, to be talkative and friendly",6.7499576,8.883048
2854,pran,strong,8.517062,8.388697
2855,prao,dragon,11.906627,9.456685
2856,prat,the stringy substance in stringbeans,9.246777,13.209026
2857,pră,to abandon a person,9.740248,5.400083
2858,pră,to 'sacrifice' to a departed ancestor ,12.030645,6.6071277
2859,prăl,to salt food ,6.051995,9.716048
2860,prăng,"clear sky, no rain ",7.686382,10.020727
2861,prăt,all (day or night),5.8265142,7.156117
2862,prăt măng,all night long,5.8669305,7.25293
2863,preh,to swing with arms to hit ,9.17639,9.188325
2864,prek,loud voice of someone angry at another ,12.96963,11.162471
2865,prĕl,ice ,6.406238,9.907735
2866,prĕl,to knock down fruit ,9.649091,12.705891
2867,prĕnh,of hair to be naturally curly ,7.739909,11.60143
2868,prêk,like but with voice ,10.493189,6.465934
2869,prễ,to dare one to do to leak ,6.9627643,4.8859715
2870,prit,banana,10.139,12.693852
2871,pro,eggplant,10.748215,7.566461
2872,proh,to pile up to ,10.719799,9.573169
2873,proi,let drop from hand as in feeding chickens,12.785262,9.412076
2874,prok,squirrel ,11.986982,9.165586
2875,prôi,to sprinkle,7.75541,10.1178255
2876,prơh,garden in forest not near home,9.112474,11.620806
2877,prơng,loft,10.401272,7.6221957
2878,prơu prơu,the noise of pounding rice ,13.090958,11.4828005
2879,prỡ prỡ,to describe blood running out of leg or water from a container ,7.4757113,10.225891
2880,prỡng,to cut bangs,8.02148,12.118326
2881,"pru,  'mi pru",heavy rain ,7.684767,10.097335
2882,prung,to cook in bamboo tube ,9.829725,14.567072
2883,prŭm,noise of something large falling,13.243574,11.682892
2884,prŭng,to be funny looking acting ,7.54485,5.411409
2885,puăl,white squash-like vegetable ,9.828622,12.414961
2886,puăn,four,10.8946495,6.9343033
2887,puăt,to cut,8.045426,12.13707
2888,minh puăt,one half,10.54352,5.217232
2889,puh,to drive out,8.11131,9.117092
2890,puh,to slip fall into a hole,9.085314,10.273475
2891,puih,"nothing remaining, nothing",9.965755,4.9943776
2892,"puih, pơyan",dry season ,6.6242447,10.223526
2893,put ,to be to fooled believe a lie ,8.523234,4.0128446
2894,pŭ,to carry on back,8.905073,9.66745
2895,pŭ-pe,type of wild flower used to make thread hard ,9.087037,12.112235
2896,pŭn ,"lucky, fortunate",7.9398117,5.909083
2897,pŭng,noise of beating on drum or of rain,13.035186,11.535917
2898,pŭng-păng,the noise of something falling from a height,13.243153,11.684994
2899,"pưl, kỡl pưl",bald,7.7470503,11.622859
2900,pyip-piup,"spongy, springy",8.438787,12.70838
2901,ra,to collect money for community ,10.986556,5.4698586
2902,ra,to increase in intensity more clearly ,9.901075,6.433757
2903,ra,to beat the drum ,12.711056,11.588441
2904,Rade,Raday,5.8394594,6.9930763
2905,rah,to do two things at the same time ,10.544717,5.5546775
2906,rah-rơp,"to live here and there, have no permanent home",7.2218246,6.4092417
2907,rai,the more... the more,10.341434,4.3082633
2908,rai,to do first ,8.425231,6.6884246
2909,ih rai năm kơ ba,you go first and I'll be along after ,8.421586,6.6724157
2910,rai,to do two things at the same time,10.544622,5.556954
2911,raih,"to change money; to cut open, operate surgically ",9.177936,5.521461
2912,rak,to be nearly healed,9.183219,6.924647
2913,rak,dried as meat,7.1017947,11.1784725
2914,rang,"to shine, be shiny",5.9832635,10.543452
2915,rang,fever caused by fear ,6.638488,5.052651
2916,rang,to pay for by working,8.446587,6.628146
2917,ră roi,"to tell widely, broadcast ",9.489121,6.4039407
2918,răk,"to store keep for future, keep, obey customs and laws",9.07716,5.8036613
2919,răm,"to be destroyed, perish, become of no value",11.93444,6.948739
2920,bơngai răm-'băm,a poor destitute person ,8.871173,6.8834157
2921,răng,to indicate a dead tree ,8.822786,12.261968
2922,răng,to flee from coming disaster ,9.118552,7.0649424
2923,răp,to ambush lie in wait for ,6.83355,6.4657726
2924,răt,to buy,8.914666,6.682059
2925,re,"sound, noise ",13.096191,11.468153
2926,reh,twigs,9.141882,12.229244
2927,reh,to strum stringed instrument ,10.357886,10.727514
2928,reh ,cheap,8.843303,6.7388463
2929,"reh, johngỡm reh reh ",of heart to feel fearful,6.5921082,4.9366827
2930,rei,to sow seed,9.441617,12.4177065
2931,reng,"to strive, labor at",8.117326,6.436391
2932,reng,rafter,10.212463,7.6593204
2933,reo,small back basket ,10.896356,15.446256
2934,ret ,"to cut by knife against and rotating object, to saw with knife",9.728986,9.130173
2935,rĕch,small bird that eats rice,10.577067,14.87922
2936,rĕn,to bite hard and pull flesh off,9.963796,11.051739
2937,rĕng,row of houses side by side,9.582824,8.127528
2938,rĕng,to sneak up on spy on; be careful ,8.416375,7.235941
2939,rim,"each, every",10.426376,4.834616
2940,ro,to flow,10.265632,7.6066103
2941,roch,to take out inner organs of animals ,11.3620615,8.215471
2942,roi ,"to tell about, tell story",9.434908,6.4149847
2943,rok,to read,9.11277,6.4047
2944,rok,to follow,9.237492,7.505548
2945,rok trong,"to follow the road, go by road",9.328527,7.5996876
2946,rong,to raise,8.568151,8.65812
2947,rŏ,beautiful,8.708522,7.711316
2948,"rŏ, rŏ năng",probably,10.116169,6.038562
2949,rŏl,to grind round and round,10.54551,9.874415
2950,rŏng,"behind, in back of",9.081398,7.9043717
2951,rôih,elephant,12.207608,11.366732
2952,rông,village communal house ,7.1103125,12.656418
2953,rôp,"to catch, grab on, to capture",8.134684,7.815768
2954,rơ,bushhook,10.22677,7.3147097
2955,rơba,meat that is chopped and to make tender,7.1060095,11.18903
2956,rơbeh,that which is left over,10.349686,6.468616
2957,"rơbŏu, rơbâu",thousand,10.7113085,4.9246397
2958,robui,very tired from hard work,7.0958447,7.809756
2959,rơbưn,wire,10.839321,7.7832065
2960,rơđê,to describe a pretty girl with pretty clothes ,8.668349,7.982528
2961,hơbĕn rơđê,flared skirt ,8.500671,9.787037
2962,rơgah,to be sore from working ,7.0826707,7.8336444
2963,rơgoh,clean ,8.096964,10.734404
2964,rơgong,fence around rice field made of poles,9.725124,14.475774
2965,rơgôn,"description of a large load, pile",10.755555,9.593985
2966,rơgôn-rơgan-man,description of many large piles ,10.766203,9.585172
2967,rơh,root ,10.05574,7.54635
2968,rơhau,"to be talkative, friendly, hospitable, interested in",9.170101,6.0491996
2969,rơhiĕo,kidneys,9.734929,7.1688313
2970,rơhơi,"loose, wide",10.422957,9.32885
2971,rơhŭ,to have the right amount of water when cooking or cooked,6.8612776,10.791579
2972,rơih,to choose ,9.530314,6.6563277
2973,rơka,"a wound, bruise, scar",10.624364,7.7467647
2974,rơkah,to be left over in eating also the idea of having eaten more than enough,7.011627,8.589981
2975,rơkah-rơkai,intensive form ,-2.0734336,10.656509
2976,rơkuĭk-rơkuăk,of very muddy water a mixture of water with something else well dissolved,7.4523296,10.472311
2977,rơmă,fat,11.227434,8.072637
2978,romĕnh,to sew up the end of something that has been woven,10.17716,10.448532
2979,rơmo,cow,11.456829,9.033346
2980,rơmỡn,very tired and weak from lack of food or sickness,7.125331,7.9068675
2981,rơmuăn,soft,8.431855,9.160954
2982,rơneh,to be born,8.269198,6.940276
2983,rơnoi,very tall as bamboo tall slender person,9.419902,14.584574
2984,rơnôp,the bud of a deer horn that is used in making medicine,11.259582,8.674422
2985,rơnơh,a small house built in the fields,9.62343,8.0734
2986,ronŭng,eel,9.080097,13.482891
2987,rơng,forest,9.066174,11.637321
2988,rơnga,a black seed used for seasoning,9.455265,12.440818
2989,Rơngao,"Rengao, the Rengao people",11.050751,6.0032144
2990,rơngei,to be free from slavery,9.211769,6.882743
2991,rơngĕnh,crisp and delicious,8.719267,7.8449907
2992,rơngŏu,a small black seed used for seasoning,9.451875,12.44593
2993,rơngơp,"cool, refreshing",6.5323553,9.8348465
2994,rơngot,"to miss, be lonesome for",9.326361,4.152333
2995,rơnguỡ,"to miss, be lonesome for",9.326548,4.154721
2996,rơnhong,"tall rice, corn",10.585258,14.930296
2997,rơnhông,of fog to be heavy ,7.7224627,9.940555
2998,rơpăng ,bitter squash,9.8227215,12.427381
2999,rơpiĕt,tongue,7.5688424,9.15867
3000,rơră,to be very sharp and painful e.g. grass that cuts skin,9.061439,11.719053
3001,rơrăk,to speak fluently and quickly at the same time to slip quickly,7.9774456,7.50852
3002,rơreh,to shake from fear,5.9756007,4.8701
3003,rơrĭk,"to want, have strong desire",7.5567245,6.556916
3004,rơrĭnh,to shake from fear,5.9816394,4.86887
3005,rơrỡk,to read or speak fast and fluently,8.008047,7.4727535
3006,rơseh,to sharpen a blade with an alternating motion first one side then the other,9.775111,9.22434
3007,rơtah,water leech,7.34765,10.43993
3008,rơtuh-rơtăl,"innumerable, hundreds of thousands",10.670338,4.927836
3009,rơuơ,to plow,10.103407,11.170077
3010,rơwĕt,famine ,7.1321015,8.199853
3011,rơwing,tall as bamboo or top of the bamboo,9.44755,14.613515
3012,rơwơn,plenty of time or space,6.263337,6.615018
3013,rơwỡng,up in the air high near clouds,7.7808094,9.843937
3014,rơwưh,time,6.1083603,6.6128974
3015,rơya,ginger ,10.290262,7.226792
3016,rỡ,to heat in order to boil,6.7875953,10.804106
3017,rỡm,"garbage, weeds",9.097405,11.693431
3018,rỡng,to speak for something beforehand,9.3292265,6.198241
3019,rỡp,the feel of fish in hand when caught,8.918852,13.353087
3020,ruh,"of leaves, flowers to fall ",9.333408,12.142382
3021,"ruh, 'ba ruh","rice that grows from grains that have fallen on the ground, its own fall very easily",10.536947,14.922968
3022,rung-reng,the Têt tree ,8.75494,12.223927
3023,ruỡ,to tighten as in tying or as python does ,10.304314,10.064961
3024,rŭng,epidemic with many deaths,12.198099,6.9592485
3025,sa,to eat ,7.0564246,8.656212
3026,sa mơh,to eath rice ,10.540633,14.911256
3027,sah ,"white, clean, no smell ",8.105499,10.998488
3028,sal ,to sprinkle scatter ,7.7562466,10.112078
3029,sap ,tasteless,10.382832,6.8162456
3030,saw,to be wide cover large area,10.333787,9.321063
3031,săk,bag ,10.458316,8.079372
3032,săng ,knife,9.885916,9.257036
3033,săng-si,to designate a big person on one knee wrestling with a child,11.639507,8.316329
3034,săr,unplowed field ,9.855315,6.8706284
3035,săt ,of meat or fish to be fresh ,8.939335,13.395585
3036,săt ,to knit,10.169669,10.246334
3037,"săt, ưh kơ băt săt ",not know anything about at all ,9.946835,7.0726123
3038,se ,vehicle,10.406398,7.743364
3039,se-le,to look over completely,8.930848,7.5445704
3040,se-le sônh-lônh,intensive of above form,-2.075323,10.6584015
3041,seh,on the outer side of,9.359019,8.127768
3042,seh,to cut grass close to ground,9.045323,11.67666
3043,sem,"bird, animals in general ",12.568723,9.665578
3044,sem păr,bird,12.611132,9.668279
3045,sen,to be unhusked,10.026632,6.467344
3046,sĕch,"flesh, lean meat",7.1047177,11.186462
3047,sĕch,to turn pot around so it is heated by fire,6.382226,10.842176
3048,sĕm,with,10.127355,5.928301
3049,sĕr,"a plate, flat dish",9.852009,8.921262
3050,sêng,large drying basket ,10.899771,15.4517
3051,si,louse ,10.37452,7.5451202
3052,"si-wi, 'long si-wi",a machine used to roll up thread,10.375443,10.730983
3053,sih,"to plug a gap, put up a barrier ",9.199503,10.2760105
3054,sih-suh,feeling of falling down when one is asleep or feverish,6.728189,7.7079277
3055,sik,wine,10.598641,13.974241
3056,sim,a domesticated duck larger than the more common duck,12.452681,9.774812
3057,sing-sơng,walking stilts ,7.6377087,7.8837047
3058,sip,target  ,9.519089,9.709629
3059,"sip, 'nhĕt sip",a type of grass or weed,9.113258,11.731075
3060,sir,to dig,9.44902,10.543887
3061,sir, to be completely covered hidden,6.237297,4.100763
3062,sĭn,"to be cooked, done in reference to food ",6.881358,10.929565
3063,sĭn,to move over to make space for someone else ,9.043294,5.313462
3064,sĭnh-ngĭnh,angry growl or noise of an animal or person,12.722146,11.267527
3065,sĭr,"to be completely covered, hidden ",6.238822,4.1031294
3066,sĭt,to come true be true ,9.590867,5.9114666
3067,sĭt,to sew,10.155037,10.430222
3068,so,old (inanimate things) ,10.673289,6.155933
3069,"so, kŏ so",wild dog wolf ,11.567009,10.088693
3070,"so, si so",dog flea,11.550182,10.168435
3071,so,to brush to make clean as in brushing teeth ,8.108177,10.670204
3072,soh,to light a fire ,5.9744735,10.637825
3073,soh,shoo ,10.311412,7.12184
3074,soi,"commune with the spirits, sacrifice ",11.953233,6.5998135
3075,soi,a long time ,6.330953,6.630403
3076,sok,to pound corn or vegetables with mortar and pestle,7.3772044,11.388189
3077,sol,"to try to heal a person who has been sorcerized by taking out nail, worm from body",9.710469,9.313095
3078,sol ,to hunt fish by use of torch ,8.902335,13.318337
3079,song ,"to divide up and give, distribute",7.6042557,12.186989
3080,"song, gŏ song ","metal pot, kettle, pan",6.69385,10.940579
3081,"sop, sŏk sop ",body hair ,7.733089,11.602589
3082,sot ,"to live long, longevity ",7.1769557,6.433798
3083,sŏ,"to dip water, get water, to dish out rice, serve rice",10.57942,14.969448
3084,sŏk,to contain much as can or pot,6.838461,8.923691
3085,sŏk,"hair, feathers",7.7545767,11.623214
3086,"sŏng, sŏng",eat rice,10.585313,14.893444
3087,"sŏu, sâu",grandchild (also has wider meaning outside family),12.269015,7.6151695
3088,sŏu-se,offspring,12.157529,7.7809615
3089,sô,to love (man-woman),11.228646,6.465331
3090,sôch,of an ant or bee to sting,12.082361,10.010439
3091,sôi,type of fish trap like pam ,8.559959,13.297978
3092,sôk,mole (animal),10.376824,7.6965227
3093,sông,to burn,6.0686603,10.655487
3094,sơ'bei,"Chinese cabbage, pechay",9.883186,12.368285
3095,sơ'beng,crowbar,12.653513,9.344499
3096,sơ'blŏk,unconscious,9.732508,6.9506793
3097,sơ'bŏng,soap,9.888141,7.282915
3098,sơdang,shrimp,9.083911,13.482132
3099,Sơdang,Sedang,10.450208,7.6629653
3100,sơdol,appearance of funny-looking teeth,6.3531594,9.075583
3101,sodrêu,badly-shaped teeth,6.3587255,9.076953
3102,sơdring,a string of fish ,9.093072,13.464486
3103,sơda ,"handspan, to divine by handspans",8.89328,9.25202
3104,sơđah,to crack,9.655329,8.58478
3105,sơđang,festival to abandon grave,12.420842,6.764077
3106,sơđong,a trap that chokes animals by string ,8.380718,13.139423
3107,sơđỡng,to depend upon peaceful,8.195811,5.6169295
3108,sơgỡr,drum ,12.716797,11.5995035
3109,sơk,to pull up shirt to keep from getting wet,8.174813,10.375023
3110,sơkat,"to speak with magical power, to speak and have something magical happen ",9.460156,6.201861
3111,sơkă,a small backbasket,10.909762,15.465563
3112,sơkă,rough-surfaced,9.628828,10.27408
3113,sơkăr,to have something in one's eyes,6.143344,7.948755
3114,sơke,wild boar,11.487659,9.527132
3115,sơker,to shake with fear ,5.973647,4.8684983
3116,sơkĕnh,catfish ,9.038176,13.452578
3117,sơkĕnh,black ,11.214449,11.605899
3118,sơkok,mat ,10.629609,7.749908
3119,sơkỡt,"to be engaged, betrothed ",11.2227335,6.3250527
3120,sơkŭng,bill of a bird,12.624919,9.676546
3121,sơkŭng,lips,7.499985,9.295494
3122,sơkŭp,to be upside down ,7.9526043,8.460616
3123,sơl,to put under to make higher jack up ,8.880551,8.625328
3124,sơlah,to part different ways ,9.935768,6.7709317
3125,trong sơlah,"intersection of paths, roads ",9.486229,7.654294
3126,sơlak,a type of flat bean,9.611044,12.341535
3127,sơlam,"in between, in the middle ",9.082117,7.853581
3128,pơm 'long sơlam,be a mediator,9.819099,7.0865746
3129,sơlă,to understand,9.087089,6.289676
3130,bơngai ưh kơ sơlă,a person who doesn't understand ,9.081942,6.1194515
3131,sơlăt,lettuce,9.570298,7.073954
3132,sơleng,"to be bewildered, amazed, not understand about at all ",8.448133,5.672244
3133,sơlĕp,"to be dark, not able to see through",11.307174,11.806659
3134,sơliơi,to designate funny appearance of someone eating betel nut; to describe someone who says or does whatever he likes,10.50732,6.533479
3135,solĭp,to describe thick grass dark night when one can't see at all ,11.296782,11.828597
3136,sơlong,headdress,10.47147,8.862074
3137,sơlôk,to be piled high ,10.754653,9.589264
3138,sơlôk-sơlak,a large pile,10.765024,9.582291
3139,sơlỗ,a magic medicine that blinds the eyes of others for a while,6.1983438,7.8784695
3140,soluễ,evil-looking face,11.321603,11.097185
3141,sơluễ-sơluônh-mônh,intensive form of sơluễ,-2.0743964,10.657416
3142,solŭk,to be upside down,7.958004,8.463443
3143,solŭl,"to be full of weeds, messy looking",9.124604,11.681942
3144,sơlŭng,hole in ground,9.151865,10.384954
3145,sơlŭng dak ,a well,8.655738,6.2676935
3146,sơmaih,the mouth of the pam fish trap,8.534687,13.278437
3147,somă,but,10.219996,5.80527
3148,somĕch,mosquito,11.99539,9.806575
3149,somôch,the stinger of an ant bee ,12.091333,9.993277
3150,sơnar ,"baby birds, also used for small children",12.5758095,9.60894
3151,sơnăl,chipmunk-like animal,11.585474,10.14925
3152,sơnăm,year,6.0344143,6.727755
3153,sơnĕnh,teeth,6.3601623,9.078691
3154,sơnêp,contentment,10.159435,7.411895
3155,sơnoh,to pay to spirits what has been promised or to actually buy something you say you will,11.965817,6.533367
3156,sơnong,"that which is passed out, rewarded",9.086842,6.5963926
3157,sơnoy,of pots to be lying on their side,6.400318,10.836203
3158,sơnôi,to describe car that fallen off road,10.4244375,7.759331
3159,sơ'nỡr,to wake up ,6.4322786,7.5566273
3160,sơng ,"to go greet, welcome, receive",9.290239,6.7526236
3161,sơngah,to deny,8.325319,4.7345357
3162,sơngiĕo,"cold water, food",6.4013333,9.907385
3163,sơnglŏng,star,5.951577,7.264265
3164,sơnguĕt,"whip, switch",10.200641,8.109584
3165,sơ'ngĭu,very sad and angry won't answer people,7.5023246,4.763284
3166,sơ'ngon,to be sad,7.651762,4.91166
3167,sơ'nguer,to designate a child lying down sick unable to get up,6.8780427,7.7382717
3168,sơ'nguir,to have fallen down or be sick and not be able to rise,6.853094,7.730803
3169,sơ'nhoi,"to be sad, crestfallen",7.6631627,4.970198
3170,sơpong,to be parallel ,10.02424,6.4978848
3171,sơpuăt,an edible rattan shoot,10.474937,11.602899
3172,sơrông,the leap of a tiger or other animal,11.871302,11.218267
3173,sơsek,to be itchy,10.232177,6.7293315
3174,sơsôt,to hop all over the place frolic; to rub massage cool,6.5494604,9.856887
3175,sơsrĕo,cool,6.4781857,9.889151
3176,sơtôk,type of wine jar which is the most expensive and has a spirit associated with it,10.59631,13.967662
3177,sơuh,to breathe out ,7.2802877,8.476181
3178,sơwol,to designate long pointed nose,10.873346,8.48252
3179,sỡ,distant past (from six months to a year in the past back to any time more distant),6.2124825,6.6338916
3180,sỡk,to dry clothes,8.190422,10.415522
3181,"sỡk-lỡk, pă sỡk-lỡk","to have no worries, happy-go-lucky",7.792452,5.795022
3182,sỡl,"soft, rubber-like substance in bamboo",9.480215,14.634583
3183,sỡn,"to persevere, not give in",8.40886,6.436524
3184,sraih,cleansing ceremony to get rid of bad elements from living persons taking care of one who just died ,12.336,6.8284965
3185,sraih bơmrôm,type of skin pigment coloration,11.069741,11.464535
3186,srang,"to throw spear, pole",9.463705,9.468806
3187,srao,to cook together ,6.84932,10.924583
3188,sră ,crossbow,11.997822,8.764952
3189,srĕng,dry,6.7219677,10.302152
3190,srĕp,to be hidden,6.2411156,4.104811
3191,srê,"palm-shaped, spoke-shaped as rays of sun at dawn",8.882454,9.265089
3192,sring,to pierce fish and put on string ,9.085897,13.486348
3193,srĭ,"solder, aluminum",10.070114,8.367042
3194,sro,to wave hand; of plant to climb up,9.097708,12.009722
3195,srok,to pour grains into small opening,10.481594,13.871013
3196,srok,fish trap,8.560909,13.275647
3197,srŏk,"type of louse, fleas that lives in clothes",11.450243,10.051284
3198,srŏng,sharpened sticks planted in ground as trap,8.426213,13.141904
3199,srôih,early in the morning,6.019649,7.2070327
3200,srơu,to fall over backwards quickly,7.883263,8.415318
3201,srỡng,to be noisy ,13.13484,11.418223
3202,sruh,"to fall short of mark in shooting, to fall below",7.9216747,8.451762
3203,su,of small animals to give birth,12.241654,8.013739
3204,suai,to be drunk,6.7601886,8.906554
3205,suang,to dance,9.237756,7.109956
3206,suat,describes young man with pretty clothes,8.68306,7.9890947
3207,suăn,"to climb slope, mountain; of the sun to rise in the sky",8.081377,8.549803
3208,"sueh, chă sueh",to question,9.548519,6.763239
3209,suek,"very black, dirty black",11.212116,11.614702
3210,"sueng, 'bŏu sueng","describes nice smell of medicine, fish frying",8.127273,11.057862
3211,suĕng,"pointed nose, pencil lead",10.621554,8.139232
3212,suĕnh-suĕnh,dizzy,10.016552,6.8320513
3213,sum,rice granary,10.527808,14.909717
3214,sung,axe ,9.893757,8.8422575
3215,sut,to wipe ,8.103257,10.69606
3216,sut,bee ,12.112824,10.020982
3217,"sŭk, ưh kơ sŭk tep",not be able to sleep sit down ,6.610831,7.629399
3218,sŭng,down there,9.547504,7.52494
3219,sữ,"to put, place, give, of parents to pass on things to their children",12.215028,7.6405535
3220,tach,to whip ,10.20793,8.166123
3221,tah,to put inside to put candy in a jar ,10.56071,13.947499
3222,tah-tĭn,to throw up in the air continually as a ball,7.8855886,9.572934
3223,taih,of lightning to strike,10.096761,7.7510223
3224,tak,spear,9.600455,9.451958
3225,tam,used in a question asking if something has happened yet,5.7293363,6.1372275
3226,tang ,"to take the place of, do for ",8.461695,6.3989353
3227,lôch tang,to die in the place of ,12.227705,6.931958
3228,tang ,"to stop, prevent by going in between or in front of",8.414718,4.798428
3229,tang-dŏ,chair ,9.841525,7.42017
3230,tang-wang,"circle, cycle ",10.785984,8.069026
3231,xe tang-wang,bicycle,10.749869,8.021569
3232,tang pơpiang,to describe unruly hair,7.7265334,11.633564
3233,tang-al,a type of caterpillar ,11.968624,9.862836
3234,tanh ,to weave ,10.248713,10.459235
3235,tap ,to slap with hand,8.962252,9.271929
3236,tar ,crosspiece of axe,9.892146,8.857635
3237,tat,"to be accurate, true",9.614899,6.0418167
3238,tă,"to salt, pepper",6.055117,9.7214575
3239,tă,"all, completely",10.338185,4.778739
3240,tăl,layers,10.220264,7.5110927
3241,tăm,"moreover, even so the more ",16.454151,10.280226
3242,tăng,bitter ,7.5201364,4.7836704
3243,tăng ,pipe,7.289443,10.400761
3244,tăng kei,a tick (insect),12.016285,9.884328
3245,tăng pơler,flounder,9.049785,13.441123
3246,"tăp, tăp dăr","all around, encircling",10.116983,5.0339494
3247,tăr,to be productive in thinking; to make a fence or wall of bamboo,9.502581,14.627212
3248,tăr bang,a type of mat,10.7679615,7.855059
3249,tăr-wăr,to shake from fear ,5.9996605,4.854057
3250,teh,"ground, dirt, earth",9.100818,10.711381
3251,teh,to hit with a small stick,9.407249,9.775588
3252,teh-tŏng,one-rope swing ,9.876808,10.353475
3253,tel,one bird that builds ingenious nest,12.630935,9.619301
3254,"tel, sŏk tel",matted hair ,7.71762,11.609449
3255,teng,to hit with the knuckle one time,9.21047,9.498518
3256,teng-gŭr,the sound of the roar of the elephant,12.18233,11.313768
3257,teng-neng,bell ,13.563736,9.973053
3258,teng-net ,type of water snail with long pointed shell,9.214607,13.300101
3259,teng-nơneng,noise of something hard like metal falling,13.242423,11.682348
3260,teng-wĕ,"crooked as mouth, tree, weaving",8.708459,12.159294
3261,teng,"close, shut ",7.2544007,9.136392
3262,teo ,easily bendable wood ,8.791134,11.2425375
3263,tep ,"to close eyes, sleep",6.2617497,7.8748903
3264,"tep-lar, 'bih tep lar",a very small snake that is extremely poisonous,10.560915,11.527994
3265,tĕng-nĕng,a tree that has very poisonous sap ,9.065357,12.443634
3266,tĕnh,"fast, swift, quickly ",7.963373,7.5571194
3267,tĕp-tĕp,to blink  ,6.320339,7.985288
3268,tê,of a horse to trot,11.50403,9.069265
3269,tê-lê,"Oh, shame on you",10.038386,6.7106924
3270,"tha, mă tha",even though ,16.457909,10.282968
3271,tha,word used to tell oxen to turn to the right ,12.796735,10.773974
3272,thar,"to go at once, do at once ",10.446993,5.536445
3273,theng,trigger of bow or gun ,11.881775,8.8004465
3274,thep,to mend metal ,10.044055,8.406356
3275,thĕn,"to command, order",12.012015,6.346264
3276,thĕng,to be quiet t,7.8983617,5.4017396
3277,thi-thu,to fan fire (probably the noise of the fanning or blowing on fire),12.822497,11.344033
3278,thim,to add to,9.823608,7.182982
3279,thoi,"like, as",10.533846,6.5459137
3280,"thong, đak thong",stream,7.3042135,10.333017
3281,"thŏu, thâu",probably,10.124415,6.009179
3282,thôi,to be finished stop thong to go somewhere for pleasure,8.407819,6.6053824
3283,thỡr,many flat,10.060475,8.658355
3284,thỡr-thăr-măr,many much,10.697952,4.9261847
3285,thỡ-thă-thỡ-thăr-măr,many many things,10.642436,4.9494104
3286,thu,to be defeated,11.485693,7.119776
3287,thua,a top,9.179455,7.9420204
3288,thuk,to memorize ,9.118164,6.276358
3289,thuơ,to be defeated,11.483899,7.1288013
3290,thŭ,magical word used to make things happen,9.510993,6.211991
3291,thŭng,"valley, valley-shaped",10.395304,8.536568
3292,thŭng-thong,rough bumpy,9.596423,10.239923
3293,thŭt-thŭt,many people coming in one after another ,11.057335,5.66371
3294,ti ,arm,9.113266,8.890464
3295,ti ,up there,9.527684,7.4841275
3296,tih,big large,10.517227,9.335217
3297,tih-tap,very large,10.510947,9.328434
3298,tih pang,no profit or value in ,9.595686,6.95764
3299,til,classifier for parts of the day ,8.45341,11.467989
3300,til pơgê,morning,5.9966145,7.2145596
3301,"tĭ, năr tĭ",fourth day after today ,5.809522,6.917745
3302,tĭk,to stop or be stopped at a place before destination ,8.410394,4.7876024
3303,tĭl ,to think over realize,9.552754,6.011685
3304,tĭng-nĭng,a many-stringed musical instrument,10.367192,10.7273
3305,to,over there,9.493969,5.364831
3306,toch,to stretch oneself,9.477445,8.864908
3307,toh,breast,11.808402,7.594085
3308,toh,to pull out,8.162769,9.159714
3309,toi,a sickness that kills animals ,10.640335,11.042319
3310,toi-loi,chain necklace,9.969694,8.361042
3311,tol,blind,6.20979,7.825197
3312,tom,"to be on time, in time",6.0477414,6.5710163
3313,tong,"to soak in water, put into water",7.4037714,10.414921
3314,tong,"classifier for jars, guns, automobiles",8.475738,11.519329
3315,"tong, năr tong",fifth day after today ,5.814957,6.919711
3316,top,"to put tail between legs, to hunch up ",11.915044,9.038278
